,lemma,main form,text,ent,count_terms,chi2
2347,arrêt cardiaque,arrêt cardiaque,arrêt cardiaque | arrêts cardiaques,,4,29.586385065259634
2348,donnée hétérogène,données hétérogènes,données hétérogènes,,4,29.586385065259634
2349,industriel français,industriel français,industriels français | industriel français,,4,29.586385065259634
2350,philip k.,philip k.,Philip K.,,4,29.586385065259634
2351,donnée individuel,données individuelles,données individuelles,,4,29.586385065259634
2352,open innovation,open innovation,open innovation,,4,29.586385065259634
2353,conseil mckinsey,conseil mckinsey,conseil McKinsey,,4,29.586385065259634
2354,boîtier intelligent,boîtier intelligent,boîtiers intelligents | boîtier intelligent,,4,29.586385065259634
2355,historique médical,historique médical,historique médical | historique médicale,,4,29.586385065259634
2356,bouygues telecom,bouygues telecom,Bouygues Telecom,,4,51.77617386420436
2357,vieux rêve,vieux rêve,vieux rêve | vieux rêves,,4,29.586385065259634
2358,conseiller financier,conseiller financier,conseillers financiers | conseiller financier,,4,29.586385065259634
2359,bat chinois,batx chinois,BATX chinois,,4,29.586385065259634
2360,conseiller humain,conseiller humain,conseillers humains | conseiller humain,,4,29.586385065259634
2361,rôle majeur,rôle majeur,rôle majeur,,4,29.586385065259634
2362,assurance santé,assurance santé,Assurance santé | assurance santé,,4,38.098699088145594
2363,art contemporain,art contemporain,art contemporain,,4,36.98298133157454
2364,considération éthique,considérations éthiques,considérations éthiques,,4,29.586385065259634
2365,bcg gamma,bcg gamma,BCG Gamma,,4,44.37957759788945
2366,sophie fay,sophie fay,Sophie Fay | SOPHIE FAY,,4,29.586385065259634
2367,sophia genetics,sophia genetics,Sophia Genetics,,4,66.56936639683417
2368,site communautaire,site communautaire,site communautaire,,4,29.586385065259634
2369,nouveau capteur,nouveaux capteurs,nouveaux capteurs,,4,29.586385065259634
2370,congrès mondial,congrès mondial,Congrès mondial | congrès mondial,,4,29.586385065259634
2371,spécialiste américain,spécialiste américain,spécialiste américain | spécialiste américaine,,4,29.586385065259634
2372,laboratoire commun,laboratoire commun,laboratoire commun,,4,36.98298133157454
2373,donnée opérationnel,données opérationnelles,données opérationnelles,,4,29.586385065259634
2374,utilisateur grâce,utilisateur grâce,utilisateurs grâce | utilisateur grâce,,4,29.586385065259634
2375,niveau scolaire,niveau scolaire,niveau scolaire,,4,29.586385065259634
2376,condition météorologique,conditions météorologiques,conditions météorologiques,,4,51.77617386420436
2377,condition météo,conditions météo,conditions météo,,4,29.586385065259634
2378,condition climatique,conditions climatiques,conditions climatiques,,4,29.586385065259634
2379,scénario apocalyptique,scénario apocalyptique,scénarios apocalyptiques | scénario apocalyptique,,4,29.586385065259634
2380,banque public,banque publique,Banque publique,,4,29.586385065259634
2381,ia conversationnel,ia conversationnel,IA conversationnelle | IA conversationnel | IA conversationnelles,,4,29.586385065259634
2382,startup israélien,startup israélienne,startup israélienne,,4,29.586385065259634
2383,information médical,informations médicales,informations médicales,,4,29.586385065259634
2384,transport autonome,transport autonome,transports autonomes | transport autonome,,4,29.586385065259634
2385,banque populaire,banque populaire,Banque Populaire | banque populaire | banques populaires | Banque populaire,,4,29.586385065259634
2386,station f.,station f.,Station F.,,4,29.586385065259634
2387,logiciel intelligent,logiciel intelligent,logiciel intelligent | logiciels intelligents,,4,29.586385065259634
2388,scène international,scène internationale,scène internationale,,4,29.586385065259634
2389,armée français,armée française,armées françaises | armée française | Armée Française,,4,29.586385065259634
2390,groupe bancaire,groupe bancaire,groupes bancaires | groupe bancaire,,4,29.586385065259634
2391,travail collaboratif,travail collaboratif,travail collaboratif,,4,36.98298133157454
2392,niveau supérieur,niveau supérieur,niveau supérieur,,4,29.586385065259634
2393,utilisateur anglophone,utilisateurs anglophones,utilisateurs anglophones,,4,29.586385065259634
2394,travail fastidieux,travail fastidieux,travail fastidieux,,4,36.98298133157454
2395,information erroné,information erronée,information erronée | informations erronées,,4,29.586385065259634
2396,bas consommation,basse consommation,basse consommation,,4,36.98298133157454
2397,travail manuel,travail manuel,travail manuel,,4,29.586385065259634
2398,conflit armé,conflit armé,conflit armé | conflits armés,,4,29.586385065259634
2399,conflit social,conflit social,conflit social | conflits sociaux,,4,29.586385065259634
2400,petit échelle,petite échelle,petite échelle,,4,29.586385065259634
2401,logiciel autonome,logiciel autonome,logiciel autonome | logicielle autonome | logiciels autonomes,,4,30.478959270516473
2402,premier voeu,premiers voeux,premiers voeux,,4,29.586385065259634
2403,nouveau classe,nouvelle classe,nouvelle classe,,4,29.586385065259634
2404,base client,base client,base clients | base client,,4,29.586385065259634
2405,conseil régional,conseil régional,conseil régional | Conseil régional,,4,29.586385065259634
2406,jean ponce,jean ponce,Jean Ponce,,4,29.586385065259634
2407,fonction mathématique,fonctions mathématiques,fonctions mathématiques,,4,29.586385065259634
2408,meilleur information,meilleure information,meilleure information | meilleures informations,,4,29.586385065259634
2409,em lyon,em lyon,EM Lyon,,4,44.37957759788945
2410,question philosophique,question philosophique,question philosophique | questions philosophiques,,4,29.586385065259634
2411,équipe marketing,équipe marketing,équipes marketing | équipe marketing,,4,30.478959270516473
2412,économie social,économie sociale,économie sociale,,4,36.98298133157454
2413,fichier excel,fichiers excel,fichiers Excel,,4,29.586385065259634
2414,profession libéral,professions libérales,professions libérales,,4,36.98298133157454
2415,mauvais choix,mauvais choix,mauvais choix,,4,29.586385065259634
2416,actualité international,actualité internationale,actualité internationale,,4,29.586385065259634
2417,mythologie grec,mythologie grecque,mythologie grecque,,4,29.586385065259634
2418,andré manoukian,andré manoukian,André Manoukian,,4,44.37957759788945
2419,profil génomique,profil génomique,profils génomiques | profil génomique,,4,36.98298133157454
2420,propre langage,propre langage,propre langage,,4,36.98298133157454
2421,najat vallaud,najat vallaud,Najat Vallaud,,4,36.98298133157454
2422,grand efficacité,grande efficacité,grande efficacité,,4,29.586385065259634
2423,évolution réglementaire,évolutions réglementaires,évolutions réglementaires,,4,29.586385065259634
2424,dérive potentiel,dérive potentielle,dérive potentielle | dérives potentielles,,4,29.586385065259634
2425,député mathématicien,député mathématicien,député mathématicien,,4,51.77617386420436
2426,équipe informatique,équipe informatique,équipe informatique | équipes informatiques,,4,29.586385065259634
2427,économie américain,économie américaine,économie américaine,,4,29.586385065259634
2428,question moral,question morale,question morale | questions morales,,4,29.586385065259634
2429,procédure judiciaire,procédure judiciaire,procédures judiciaires | procédure judiciaire,,4,29.586385065259634
2430,problématique métier,problématiques métier,problématiques métiers | problématiques métier,,4,29.586385065259634
2431,procédure complémentaire,procédure complémentaire,procédure complémentaire,,4,44.37957759788945
2432,finance innovation,finance innovation,Finance Innovation,,4,29.586385065259634
2433,meilleur outil,meilleur outil,meilleurs outils | meilleur outil,,4,29.586385065259634
2434,prélèvement automatique,prélèvement automatique,prélèvement automatique | prélèvements automatiques,,4,53.33817872340383
2435,ancien élève,ancien élève,ancien élève | anciens élèves,,4,29.586385065259634
2436,algorithme susceptible,algorithme susceptible,algorithme susceptible | algorithmes susceptibles,,4,29.586385065259634
2437,économiste américain,économiste américain,économistes américains | économiste américain,,4,29.586385065259634
2438,entreprise industriel,entreprise industrielle,entreprise industrielle | entreprises industrielles,,4,29.586385065259634
2439,évolution futur,évolution future,évolution future | évolutions futures,,4,29.586385065259634
2440,équipe projet,équipe projet,équipes projets | équipes projet | équipe projet,,4,29.586385065259634
2441,google cloud,google cloud,Google Cloud,,4,29.586385065259634
2442,meilleur niveau,meilleur niveau,meilleur niveau | meilleurs niveaux,,4,29.586385065259634
2443,acteur industriel,acteur industriel,acteurs industriels | acteur industriel,,4,29.586385065259634
2444,étudiant américain,étudiant américain,étudiants américains | étudiant américain,,4,29.586385065259634
2445,grand coup,grand coup,grands coups | grand coup,,4,29.586385065259634
2446,modèle humain,modèle humain,modèle humain | modèles humains,,4,36.98298133157454
2447,process automation,process automation,process automation | Process Automation,,4,44.37957759788945
2448,état membre,état membre,État membre | États membres | états membres,,4,36.98298133157454
2449,état mental,état mental,états mentaux | état mental,,4,30.478959270516473
2450,acteur financier,acteurs financiers,acteurs financiers,,4,29.586385065259634
2451,etat membre,etats membres,Etats membres,,4,44.37957759788945
2452,moindre idée,moindre idée,moindre idée,,4,29.586385065259634
2453,fraude fiscal,fraude fiscale,fraude fiscale | Fraude fiscale,,4,38.098699088145594
2454,robot émotionnel,robots émotionnels,Robots émotionnels | robots émotionnels | robot émotionnel,,4,29.586385065259634
2455,mauvais herbe,mauvaise herbe,mauvaises herbes | mauvaise herbe,,4,53.33817872340383
2456,ada lovelace,ada lovelace,Ada Lovelace,,4,29.586385065259634
2457,grand gagnant,grand gagnant,grande gagnante | grand gagnant | grands gagnants,,4,30.478959270516473
2458,élément objectif,éléments objectifs,éléments objectifs,,4,29.586385065259634
2459,question basique,questions basiques,questions basiques,,4,29.586385065259634
2460,zéro accident,zéro accident,Zéro Accident | zéro accident,,4,45.71843890577471
2461,emmanuel mogenet,emmanuel mogenet,Emmanuel Mogenet,,4,36.98298133157454
2462,moyen technique,moyens techniques,moyens techniques,,4,36.98298133157454
2463,robot sexuel,robot sexuel,robot sexuel | robots sexuels,,4,29.586385065259634
2464,agence immobilier,agences immobilières,agences immobilières,,4,29.586385065259634
2465,adresse mail,adresse mail,adresses mails | adresse mail,,4,29.586385065259634
2466,formation universitaire,formation universitaire,formation universitaire | formations universitaires,,4,36.98298133157454
2467,enregistrement audio,enregistrement audio,enregistrements audios | enregistrements audio | enregistrement audio,,4,29.586385065259634
2468,public france,publique france,publique France | Publique France,,4,36.98298133157454
2469,problème mathématique,problème mathématique,problèmes mathématiques | problème mathématique,,4,29.586385065259634
2470,mobilité urbain,mobilité urbaine,mobilités urbaines | mobilité urbaine,,4,29.586385065259634
2471,quasi instantané,quasi instantané,quasi instantanée | quasi instantané | quasi instantanées,,4,29.586385065259634
2472,excellent nouveau,excellent nouvelle,excellent nouvelle | excellente nouvelle,,4,29.586385065259634
2473,empathie artificiel,empathie artificielle,empathie artificielle,,4,29.586385065259634
2474,français sanofi,français sanofi,français Sanofi,,4,29.586385065259634
2475,projet pilote,projet pilote,projet pilote | projet Pilote,,4,29.586385065259634
2476,grand force,grande force,grande force | grandes forces,,4,29.586385065259634
2477,risk manager,risk manager,risk managers | risk manager,,4,45.71843890577471
2478,alpha go,alpha go,Alpha Go,,4,73.96596266314909
2479,professeur principal,professeur principal,professeur principal | professeurs principaux,,4,45.71843890577471
2480,étude scientifique,étude scientifique,étude scientifique | études scientifiques,,4,29.586385065259634
2481,école primaire,école primaire,école primaire | écoles primaires,,4,29.586385065259634
2482,fondement scientifique,fondement scientifique,fondement scientifique,,4,29.586385065259634
2483,mécanique quantique,mécanique quantique,mécanique quantique | Mécanique quantique,,4,30.478959270516473
2484,agent vocal,agents vocaux,agents vocaux,,4,29.586385065259634
2485,école maternel,école maternelle,école maternelle,,4,29.586385065259634
2486,risque existentiel,risque existentiel,risques existentiels | risque existentiel,,4,29.586385065259634
2487,école français,école française,école française | écoles françaises,,4,29.586385065259634
2488,accident mortel,accident mortel,accidents mortels | accident mortel,,4,44.37957759788945
2489,question existentiel,questions existentielles,questions existentielles,,4,29.586385065259634
2490,projet magenta,projet magenta,projet Magenta | projet magenta,,4,38.098699088145594
2491,grand famille,grande famille,grandes familles | grande famille,,4,29.586385065259634
2492,accident vasculaire,accident vasculaire,accidents vasculaires | accident vasculaire,,4,36.98298133157454
2493,grand fiabilité,grande fiabilité,grande fiabilité,,4,29.586385065259634
2494,équipe français,équipe française,équipe française | équipes françaises,,4,36.98298133157454
2495,agent autonome,agents autonomes,agents autonomes,,4,36.98298133157454
2496,risque important,risque important,risques importants | risque important,,4,29.586385065259634
2497,animal domestique,animal domestique,animal domestique | animaux domestiques,,4,29.586385065259634
2498,essayage virtuel,essayage virtuel,essayage virtuelle | essayage virtuel,,4,44.37957759788945
2499,algorithme sophistiquer,algorithme sophistiqué,algorithme sophistiqué | algorithmes sophistiqués,,4,29.586385065259634
2500,recrutement prédictif,recrutement prédictif,recrutement prédictif,,4,29.586385065259634
2501,édouard philippe,édouard philippe,édouard Philippe | Édouard Philippe,,4,29.586385065259634
2502,processus démocratique,processus démocratique,processus démocratique | processus démocratiques,,4,29.586385065259634
2503,effet indésirable,effets indésirables,effets indésirables,,4,59.17277013051927
2504,processus créatif,processus créatif,processus créatif,,4,29.586385065259634
2505,grand bouleversement,grand bouleversement,grands bouleversements | grand bouleversement,,4,29.586385065259634
2506,gouvernement britannique,gouvernement britannique,gouvernement britannique,,4,36.98298133157454
2507,effet visuel,effets visuels,effets visuels,,4,44.37957759788945
2508,albert einstein,albert einstein,Albert Einstein,,4,29.586385065259634
2509,meilleur santé,meilleure santé,meilleure santé,,4,29.586385065259634
2510,puissance économique,puissance économique,puissance économique | puissances économiques,,4,29.586385065259634
2511,analyse approfondie,analyse approfondie,analyse approfondie,,4,29.586385065259634
2512,algorithme quantique,algorithme quantique,algorithme quantique | algorithmes quantiques,,4,60.957918541032946
2513,xx e,xx e,XX e,,4,29.586385065259634
2514,métier manuel,métiers manuels,métiers manuels,,4,29.586385065259634
2515,père fondateur,pères fondateurs,pères fondateurs,,4,29.586385065259634
2516,ancien conseiller,ancien conseiller,ancienne conseillère | ancien conseiller,,4,29.586385065259634
2517,entreprise toulousain,entreprise toulousaine,entreprise toulousaine,,4,36.98298133157454
2518,représentant syndical,représentant syndical,représentants syndicaux | représentant syndical,,4,29.586385065259634
2519,écosystème numérique,écosystème numérique,écosystème numérique,,4,36.98298133157454
2520,google translate,google translate,Google Translate,,4,36.98298133157454
2521,raison technique,raisons techniques,raisons techniques,,4,29.586385065259634
2522,fédération national,fédération nationale,Fédération nationale,,4,29.586385065259634
2523,méthode classique,méthodes classiques,méthodes classiques,,4,29.586385065259634
2524,processus informatique,processus informatique,processus informatique | processus informatiques,,4,29.586385065259634
2525,analyse visuel,analyse visuelle,analyse visuelle,,4,29.586385065259634
2526,moral machine,moral machine,Moral Machine,,4,81.362558929464
2527,environnement professionnel,environnement professionnel,environnement professionnel | environnements professionnel | environnements professionnels,,4,29.586385065259634
2528,modèle 3d,modèle 3d,modèle 3D,,4,29.586385065259634
2529,éventuel biais,éventuel biais,éventuels biais | éventuel biais,,4,29.586385065259634
2530,méthode mathématique,méthodes mathématiques,méthodes mathématiques,,4,29.586385065259634
2531,futur étudiant,futur étudiant,futur étudiant | futurs étudiants,,4,44.37957759788945
2532,musique classique,musique classique,musique classique,,4,29.586385065259634
2533,analyse qualitatif,analyse qualitative,analyse qualitative | analyses qualitatives,,4,29.586385065259634
2534,processus mental,processus mentaux,processus mentaux,,4,29.586385065259634
2535,éditeur spécialisé,éditeur spécialisé,éditeur spécialisé | éditeurs spécialisés,,4,29.586385065259634
2536,responsabilité social,responsabilité sociale,responsabilité sociale,,4,29.586385065259634
2537,analyse humain,analyse humaine,analyse humaine,,4,29.586385065259634
2538,établissement bancaire,établissement bancaire,établissements bancaires | établissement bancaire,,4,29.586385065259634
2539,edward snowden,edward snowden,Edward Snowden,,4,36.98298133157454
2540,action public,action publique,actions publiques | action publique | Action publique,,4,29.586385065259634
2541,gouverneur américain,gouverneurs américains,gouverneurs américains,,4,44.37957759788945
2542,responsabilité légal,responsabilité légale,responsabilité légale,,4,29.586385065259634
2543,prochain grand,prochain grand,prochain grand | prochaine grande,,4,29.586385065259634
2544,membre actif,membre actif,membre actif | membres actifs,,4,29.586385065259634
2545,raison éthique,raisons éthiques,raisons éthiques,,4,29.586385065259634
2546,menace potentiel,menace potentielle,menaces potentielles | Menace potentielle,,4,29.586385065259634
2547,grand centre,grand centre,grand centre | grands centres,,4,29.586385065259634
2548,mortalité infantile,mortalité infantile,mortalité infantile,,4,29.586385065259634
2549,algorithme mathématique,algorithme mathématique,algorithmes mathématiques | algorithme mathématique,,4,29.586385065259634
2550,entreprise partenaire,entreprises partenaires,entreprises partenaires,,4,36.98298133157454
2551,question économique,question économique,questions économiques | question économique,,4,29.586385065259634
2552,face id,face id,Face ID,,4,44.37957759788945
2553,raisonnement logique,raisonnement logique,raisonnements logiques | raisonnement logique,,4,29.586385065259634
2554,meilleur prise,meilleure prise,meilleure prise,,4,29.586385065259634
2555,entreprise numérique,entreprise numérique,entreprise numérique | entreprises numériques,,4,44.37957759788945
2556,fort demande,forte demande,forte demande,,4,36.98298133157454
2557,fabrice denis,fabrice denis,Fabrice Denis,,4,29.586385065259634
2558,grand chef,grand chef,grands chefs | grand chef,,4,36.98298133157454
2559,ancien professeur,ancien professeur,ancien professeur,,4,29.586385065259634
2560,développement actuel,développement actuel,développements actuels | développement actuel,,4,29.586385065259634
2561,fabrication additif,fabrication additive,fabrication additive | Fabrication Additive,,4,38.098699088145594
2562,zone industriel,zone industrielle,zone industrielle | zones industrielles,,4,29.586385065259634
2563,équipe technique,équipe technique,équipes techniques | équipe technique,,4,29.586385065259634
2564,mode saas,mode saas,mode SaaS | mode Saas,,4,29.586385065259634
2565,équipe soignant,équipe soignante,équipes soignantes | équipe soignante,,4,29.586385065259634
2566,xavier jouven,xavier jouven,Xavier Jouven,,4,81.362558929464
2567,préjugé sexiste,préjugé sexiste,préjugés sexistes | préjugé sexiste,,4,38.098699088145594
2568,algorithme maison,algorithmes maison,algorithmes maison | Algorithmes maison | algorithme maison,,4,30.478959270516473
2569,gain opérationnel,gain opérationnel,gain opérationnel | gains opérationnels,,4,30.478959270516473
2570,programme similaire,programme similaire,programme similaire,,4,29.586385065259634
2571,mine antipersonnel,mines antipersonnel,mines antipersonnel,,4,29.586385065259634
2572,règle général,règle générale,règles générales | règle générale,,4,29.586385065259634
2573,meilleur prédiction,meilleure prédiction,meilleures prédictions | meilleure prédiction,,4,29.586385065259634
2574,mines paristech,mines paristech,Mines ParisTech,,4,44.37957759788945
2575,alain bensoussan,alain bensoussan,Alain Bensoussan,,4,29.586385065259634
2576,équivalent chinois,équivalent chinois,équivalents chinois | équivalent chinois,,4,29.586385065259634
2577,espace urbain,espace urbain,espace urbain | espaces urbains,,4,36.98298133157454
2578,fin juin,fin juin,fin juin | Fin juin,,4,29.586385065259634
2579,facebook compte,facebook compte,Facebook compte,,4,36.98298133157454
2580,futur client,futur client,futurs clients | futur client,,4,36.98298133157454
2581,algorithme innovant,algorithme innovant,algorithme innovant | algorithmes innovants,,4,29.586385065259634
2582,entreprise public,entreprise publique,entreprises publiques | entreprise publique,,4,44.37957759788945
2583,rentrée prochain,rentrée prochaine,rentrée prochaine,,4,29.586385065259634
2584,mine paristech,mines paristech,Mines ParisTech | mines Paristech,,4,51.77617386420436
2585,renseignement militaire,renseignement militaire,renseignement militaire,,4,29.586385065259634
2586,fin militaire,fins militaires,fins militaires,,4,36.98298133157454
2587,matériel médical,matériel médical,Matériel médical | matériel médical | matériels médicaux,,4,29.586385065259634
2588,programme watson,programme watson,programme Watson,,4,29.586385065259634
2589,fin novembre,fin novembre,fin novembre,,4,29.586385065259634
2590,fin politique,fins politiques,fins politiques,,4,29.586385065259634
2591,monde médical,monde médical,monde médical,,4,29.586385065259634
2592,analyse olivier,analyse olivier,analyse Olivier,,4,29.586385065259634
2593,mike schroepfer,mike schroepfer,Mike SCHROEPFER | Mike Schroepfer,,4,36.98298133157454
2594,administration américain,administration américaine,administration américaine | Administration américaine,,4,29.586385065259634
2595,démocratie occidental,démocraties occidentales,démocraties occidentales,,4,36.98298133157454
2596,france digital,france digitale,France Digitale,,4,36.98298133157454
2597,démarche administratif,démarche administrative,démarches administratives | démarche administrative,,4,29.586385065259634
2598,mauvais traitement,mauvais traitements,mauvais traitements,,4,29.586385065259634
2599,grand média,grands médias,grands médias,,4,36.98298133157454
2600,ère numérique,ère numérique,ère numérique,,4,29.586385065259634
2601,défi scientifique,défi scientifique,défis scientifiques | défi scientifique,,4,51.77617386420436
2602,référence culturel,références culturelles,références culturelles,,4,29.586385065259634
2603,propre biais,propres biais,propres biais,,4,29.586385065259634
2604,dégénérescence maculaire,dégénérescence maculaire,dégénérescence maculaire,,4,29.586385065259634
2605,meilleur allié,meilleure alliée,meilleure alliée,,4,29.586385065259634
2606,enjeu sociétal,enjeu sociétal,enjeux sociétaux | enjeu sociétal,,4,29.586385065259634
2607,monde politique,monde politique,monde politique,,4,29.586385065259634
2608,grand jour,grand jour,grand jour,,4,29.586385065259634
2609,mauvais pratique,mauvaise pratique,mauvaise pratique | mauvaises pratiques,,4,29.586385065259634
2610,grand menace,grande menace,grande menace,,4,29.586385065259634
2611,force physique,force physique,force physique | forces physiques,,4,29.586385065259634
2612,enjeu actuel,enjeu actuel,enjeu actuel | enjeux actuels,,4,29.586385065259634
2613,délégué général,délégué général,délégué général | déléguée générale,,4,29.586385065259634
2614,propre application,propre application,propre application | propres applications,,4,29.586385065259634
2615,prêt immobilier,prêt immobilier,prêt immobilier | prêts immobiliers,,4,29.586385065259634
2616,recherche académique,recherche académique,recherches académiques | recherche académique,,4,29.586385065259634
2617,accueil limité,accueil limitée,accueil limitées | accueil limitée,,4,44.37957759788945
2618,gestion quantitatif,gestion quantitative,gestion quantitative | gestions quantitatives,,4,99.05661762917855
2619,propagande terroriste,propagande terroriste,propagande terroristes | propagande terroriste,,4,29.586385065259634
2620,réel intérêt,réel intérêt,réel intérêt,,4,29.586385065259634
2621,énorme progrès,énormes progrès,énormes progrès,,4,29.586385065259634
2622,production électrique,production électrique,production électrique,,4,36.98298133157454
2623,grand marché,grand marché,grands marchés | grand marché,,4,29.586385065259634
2624,national supérieur,nationale supérieure,nationale supérieure,,4,29.586385065259634
2625,enjeu politique,enjeux politiques,enjeux politiques,,4,29.586385065259634
2626,expertise technique,expertise technique,expertise technique,,4,29.586385065259634
2627,emploi actuel,emplois actuels,emplois actuels,,4,29.586385065259634
2628,nature communication,nature communications,Nature Communications,,4,29.586385065259634
2629,réel opportunité,réelle opportunité,réelle opportunité | réelles opportunités,,4,29.586385065259634
2630,président chinois,président chinois,président chinois | président Chinois,,4,29.586385065259634
2631,michael osborne,michael osborne,Michael Osborne,,4,29.586385065259634
2632,recherche public,recherche publics,recherche publique | recherche publics,,4,29.586385065259634
2633,france inter,france inter,France Inter,,4,59.17277013051927
2634,monde économique,monde économique,monde économique,,4,29.586385065259634
2635,meilleur algorithme,meilleurs algorithmes,meilleurs algorithmes,,4,29.586385065259634
2636,président français,président français,président français,,4,29.586385065259634
2637,ginni rometty,ginni rometty,Ginni Rometty,,4,29.586385065259634
2638,expert technique,expert technique,experts techniques | expert technique,,4,29.586385065259634
2639,maître hollandais,maître hollandais,maître hollandais | Maître hollandais,,4,29.586385065259634
2640,faux profil,faux profil,faux profil | faux profils,,4,29.586385065259634
2641,prix turing,prix turing,prix Turing,,4,29.586385065259634
2642,énorme volume,énorme volume,énorme volume | énormes volumes,,4,29.586385065259634
2643,propos haineux,propos haineux,propos haineux,,4,29.586385065259634
2644,équipe américain,équipe américaine,équipe américaine | équipes américaines,,4,29.586385065259634
2645,administration fiscal,administration fiscale,administrations fiscale | administration fiscale | administrations fiscales,,4,36.98298133157454
2646,recherche internet,recherche internet,recherche internet | recherche Internet,,4,29.586385065259634
2647,recherche juridique,recherche juridique,recherche juridique | recherches juridiques,,4,38.098699088145594
2648,échelle industriel,échelle industrielle,échelle industrielle,,4,29.586385065259634
2649,référence mondial,référence mondiale,référence mondiale | références mondiales | Référence mondiale,,4,29.586385065259634
2650,réel bénéfice,réel bénéfice,réels bénéfices | réelles bénéfices | réel bénéfice,,4,29.586385065259634
2651,échelle international,échelle internationale,échelle internationale,,4,29.586385065259634
2652,produit financier,produit financier,produit financier | produits financiers,,4,29.586385065259634
2653,recherche intelligent,recherche intelligent,recherches intelligentes | recherche intelligent,,4,29.586385065259634
2654,exemple emblématique,exemple emblématique,exemple emblématique | exemples emblématiques,,4,29.586385065259634
2655,recommandation musical,recommandation musicale,recommandation musicale,,4,44.37957759788945
2656,expert indépendant,experts indépendants,experts indépendants,,4,29.586385065259634
2657,faux alerte,fausses alertes,fausses alertes,,4,36.98298133157454
2658,échange téléphonique,échange téléphonique,échanges téléphoniques | échange téléphonique,,4,30.478959270516473
2659,-t-on,-t-on,-t-on,,4,29.586385065259634
2660,équation mathématique,équation mathématique,équation mathématique | équations mathématiques,,4,29.586385065259634
2661,acheteur potentiel,acheteur potentiel,acheteur potentiel | acheteurs potentiels,,4,30.478959270516473
2662,flux financier,flux financiers,flux financiers,,4,36.98298133157454
2663,moyen entreprise,moyennes entreprises,moyennes entreprises,,4,29.586385065259634
2664,loi pacte,loi pacte,loi PACTE | loi Pacte,,3,99.05661762917855
2665,mutation profond,mutation profonde,mutation profonde | mutations profondes,,3,22.859219452887356
2666,vie numérique,vie numérique,vie numérique,,3,22.859219452887356
2667,organisation caritatif,organisation caritative,organisation caritative | organisations caritatives,,3,38.098699088145594
2668,nouveau route,nouvelle route,nouvelles routes | nouvelle route,,3,22.859219452887356
2669,hugo flayac,hugo flayac,Hugo Flayac | HUGO FLAYAC,,3,23.7222656702427
2670,david giblas,david giblas,David Giblas,,3,30.478959270516473
2671,david gruson,david gruson,David Gruson,,3,22.859219452887356
2672,humain actuel,humain actuel,humaines actuelles | humaine actuelle | humain actuel,,3,22.859219452887356
2673,nouveau requête,nouvelle requête,nouvelles requêtes | nouvelle requête,,3,22.859219452887356
2674,valérie pécresse,valérie pécresse,Valérie Pécresse,,3,68.57765835866206
2675,stéphane doncieux,stéphane doncieux,Stéphane Doncieux,,3,30.478959270516473
2676,innovation majeur,innovation majeure,innovation majeure,,3,22.859219452887356
2677,nouveau recette,nouvelle recette,nouvelle recette | nouvelles recettes,,3,30.478959270516473
2678,meilleur prévision,meilleures prévisions,meilleures prévisions,,3,22.859219452887356
2679,robot censé,robot censé,robot censé | robots censés,,3,22.859219452887356
2680,mutation économique,mutation économique,mutation économique | mutations économiques,,3,30.478959270516473
2681,fair paris,fair paris,FAIR Paris,,3,30.478959270516473
2682,innovation frugal,innovation frugale,Innovation frugale | innovation frugale,,3,22.859219452887356
2683,stéphane mallard,stéphane mallard,Stéphane Mallard,,3,68.57765835866206
2684,quotidien américain,quotidien américain,quotidien américain,,3,22.859219452887356
2685,date clé,date clé,dates clés | date clé,,3,22.859219452887356
2686,nouveau relation,nouvelle relation,nouvelle relation | nouvelles relations,,3,30.478959270516473
2687,vie politique,vie politique,vie politique,,3,30.478959270516473
2688,camion autonome,camion autonome,camions autonomes | camion autonome,,3,22.859219452887356
2689,entreprise tierce,entreprise tierce,entreprise tierce,,3,22.859219452887356
2690,gestion quotidien,gestion quotidienne,gestion quotidienne,,3,22.859219452887356
2691,humain garde,humain garde,humain garde,,3,22.859219452887356
2692,nouveau religion,nouvelle religion,nouvelle religion | Nouvelle religion,,3,23.7222656702427
2693,avocat spécialisé,avocat spécialisé,avocat spécialisé,,3,22.859219452887356
2694,nouveau question,nouvelles questions,nouvelles questions,,3,22.859219452887356
2695,secteur secondaire,secteur secondaire,secteur secondaire,,3,30.478959270516473
2696,nouveau puce,nouvelle puce,nouvelle puce | nouvelles puces,,3,22.859219452887356
2697,acteur non-étatique,acteurs non-étatiques,acteurs non-étatiques,,3,22.859219452887356
2698,pensée magique,pensée magique,pensée magique,,3,22.859219452887356
2699,quantité énorme,quantité énorme,quantités énormes | quantité énorme,,3,22.859219452887356
2700,forme humain,forme humaine,forme humaine,,3,30.478959270516473
2701,meilleur programme,meilleur programme,meilleur programme | meilleurs programmes,,3,31.629687560323596
2702,touriste chinois,touristes chinois,touristes chinois,,3,22.859219452887356
2703,mutuel arkéa,mutuel arkéa,mutuel Arkéa | Mutuel Arkéa,,3,22.859219452887356
2704,forme géométrique,forme géométrique,formes géométriques | forme géométrique,,3,22.859219452887356
2705,intelligenc artificiel,intelligence artificielle,intelligence artificielle,,3,22.859219452887356
2706,nouveau polémique,nouvelle polémique,nouvelle polémique | nouvelles polémiques,,3,22.859219452887356
